18-37 81-62 16-35 88-67 23-43 76-66 12-67 86-67 22-32 75-55 35-23 67-75 24-44 55-44 23-44 73-53 44-36 82-55 9-4 90-94 14-5 84-93 11-30 55-0 4-0 70-60 21-41 75-63 41-51 63-36 15-36 60-51 30-51 94-95 13-46 93-92 36-24 83-73 46-73 85-73 37-45 74-54 45-64 54-43 32-43 92-82 64-72 62-43 51-43 73-72 43-64 72-62 64-43 87-43 24-84 62-83 0-2 82-93 84-92	1-0
23-43 73-53 28-38 88-67 17-28 82-28 16-28 81-73 11-32 75-55 27-47 76-66 12-45 74-54 45-56 87-65 43-54 73-54 18-37 72-62 0-3 65-56 47-56 67-75 25-45 54-42 21-31 42-63 15-34 63-44 32-44 53-44 13-83 75-83 37-25 99-93 26-46 83-64 46-55 66-55 34-55 85-55 28-55 64-45 55-76 84-75 76-54 75-85 54-45 70-50 25-44 50-40 44-65 86-95 45-64 85-74 64-52 74-75 3-93 90-93 9-5 40-31 52-96	1-0
24-44 76-66 9-4 90-94 14-5 84-93 23-43 73-63 25-35 93-92 20-40 79-59 43-53 70-60 21-41 71-61 40-50 61-51 16-70 74-64 11-32 87-32 5-6 32-41 22-42 41-52	0-1
18-37 81-62 28-38 73-63 17-28 88-67 11-32 78-68 23-33 87-78 24-44 79-59 37-56 82-28 16-28 67-48 13-46 86-65 56-48 65-46 28-46 78-12 48-36 12-21 32-13 21-54 25-45 54-43 22-32 43-61 36-55 90-96 46-58 77-67 58-37 85-64 33-43 64-44 15-34 44-34 13-34 74-64 43-53 64-55 53-62 71-62 37-55 61-34 55-34 84-85 14-15 96-94 34-70 94-44 70-62 44-45 15-16 83-65 9-5 45-5 0-5 65-32 5-75 85-75 62-53 75-66 53-32 99-90 32-44 66-75 44-71 90-70 71-83 75-84 83-62 84-75 62-70	1-0
18-37 88-67 28-38 78-68 17-28 87-78 11-32 81-62 23-33 85-66 37-45 66-87 15-36 76-66 24-44 74-54 45-53 73-63 12-56 83-93 53-72 84-85 72-93 82-93 32-53 67-48 36-48 78-56 48-56 75-65 56-35 62-43 35-65 86-65 53-65 85-76 22-32 43-62 65-53 93-82 28-82 87-82 16-37 82-83 13-35 83-86 37-73 62-83 35-65	1-0
23-43 71-61 0-4 82-71 14-3 90-94 25-35 84-93 24-44 74-64 11-32 71-60 15-23 78-68 23-11 81-62 43-53 62-54 3-2 87-78 4-3 78-12 2-12 86-67 12-2 54-42 17-6 83-82 6-42 60-42 21-31 42-60 9-4 64-53 32-53 72-62 53-34 76-66 34-46 67-76 44-54 77-57 46-65 94-74 18-37 88-67 37-56 67-86 13-63 76-55 63-23 86-65 54-65 74-4 3-4 99-94 4-94 93-94 11-14 94-95 56-44 85-64 23-78 82-85 27-37 73-53 78-79 95-84 14-13 53-44 79-97 44-35 97-93 60-93	0-1
23-43 75-55 22-42 86-42 11-32 90-94 9-4 84-93 14-5 74-54 43-54 42-54 16-35 54-35 24-35 83-29 18-6 88-67 32-53 72-62 53-45 76-66 45-37 29-65 21-31 73-53 12-56 65-43 13-43 87-43 56-74 85-73 37-56 94-74 4-74 73-74 5-16 99-94 15-23 43-65 35-45 81-73 23-35 73-52 31-41 52-44 0-4 67-46 35-30 65-43 30-37 74-72 16-15 44-23 15-16 23-4 16-7 4-25 6-25 46-25	0-1
25-45 71-61 18-37 82-71 11-32 88-67 0-7 90-94 26-36 71-17 7-17 81-62 14-3 84-93 3-2 93-82 2-11 76-66 15-35 62-43 35-56 75-65 56-44 65-55 44-25 67-46 25-33 43-62 20-30 74-54 24-44 54-45 37-45 87-32 23-32 55-44 33-14 77-57 16-24 46-25 24-60 82-91 13-53 25-17 14-17 94-54 53-86 85-86 12-34 86-65 32-42 54-50 60-71 83-81 71-50 61-50 17-13 62-54 34-43 65-63 9-3 54-42 11-10 42-30 21-30 63-42 10-0 42-30 13-10 81-11	0-1
24-44 74-64 0-4 99-94 14-3 84-95 3-2 95-96 25-45 86-67 18-37 75-55 29-49 72-52 16-52 67-46 37-58 46-13 15-13 88-67 58-77 96-86 52-85 83-85 77-85 86-85 11-32 76-66 27-37 87-32 13-32 81-62 28-48 94-92 32-36 82-93 48-58 67-59 17-39 62-74 9-8 59-47 39-48 92-22 2-11 90-92 12-1 47-26 36-26 93-75 4-2 22-2 8-2 92-2 11-2 55-44 26-56 85-76 37-47 74-55 47-57 55-47 21-31 75-93 1-10 76-86 57-66 93-66 48-66 47-66 56-66 86-75 66-76 75-85 76-78	1-0
21-31 71-61 26-36 76-56 0-4 90-94 14-3 84-93 3-2 81-62 22-32 88-67 27-47 75-55 23-43 74-64 43-53 62-54 25-45 56-45 36-45 54-66 12-30 85-95 28-38 82-71 53-64 94-64 17-71 93-92 71-53 95-94 47-57 66-58 16-35 58-46 53-64 86-64 35-71 92-81 71-83 64-83 30-85 94-84 85-67 46-67 13-73 83-92 73-84 92-84 15-34	1-0
21-31 76-56 26-46 88-67 24-34 73-63 27-37 87-76 0-4 90-94 14-3 84-93 25-45 56-45 34-45 75-55 46-56 67-75 16-70 81-62 70-16 76-43 16-24 43-70 17-62 71-62 12-21 74-54 18-26 75-87 45-54 63-54 24-57 87-66 21-54 94-54 4-54 83-56 57-35 56-65 54-50 70-92 11-32 78-58 9-4 65-29 35-62 66-74 62-35 29-28 32-53 74-53 50-53 92-83 35-57 93-92 4-84 86-53 84-85 53-26 15-36 83-47 3-12 47-36 57-36 28-37 13-3 55-45 36-58 37-57 58-25 99-93 25-70	1-0
18-37 74-54 0-4 90-94 14-3 84-93 28-38 75-55 17-28 86-20 11-32 20-86 25-45 81-62 45-54 94-54 3-2 76-66 2-11 54-50 4-0 87-32 23-32 50-0 9-0 70-60 12-56 83-84 15-34 77-67 34-84 85-84 56-34 88-76 37-45 86-75 45-33 99-94 34-43 76-64 0-4 64-43 32-43 73-63 24-34 82-64 13-79 75-87 79-35 84-65 33-45 63-53 22-42 62-74 45-64 65-64 42-53 64-44 35-44 55-44 16-37 94-95 37-91 95-15 11-20 74-53 91-82 93-84 82-73 84-74 73-92 74-85 92-73 85-96 73-52 15-85 52-44 87-75 20-10 53-41 44-23 75-63 34-44 41-22 10-11 22-43 44-54 63-74 23-34 43-31 28-64 31-52 64-53 85-83 53-20 83-33 34-42 33-13 11-2 13-16 42-75 96-85 4-5 85-76 75-84 76-87 84-65	1-0
23-43 75-55 0-4 86-20 11-32 20-86 14-3 84-93 26-36 88-67 18-37 76-66 17-53 74-64 53-20 81-62 12-56 87-65 56-65 83-65 25-35 93-92 3-12 62-41 20-31 86-74 24-44 55-44 32-44 65-76 44-32 66-56 35-45 99-95 15-3 56-45 37-45 74-56 12-11 56-68 16-24 67-46 13-16 92-81 9-5 85-84 27-37 46-65 24-68 79-68 32-44 65-44 4-44 84-63 5-4 70-50 22-32 41-53 31-53 64-53 44-74 76-65 74-54 50-40 54-53 40-30 21-30 63-42 16-12 90-30 4-34 65-61 11-2 30-0 2-13 0-3 13-3 95-90 34-84 90-0 3-14 61-31	0-1
25-45 71-61 18-37 82-71 21-31 81-62 12-21 84-93 14-3 93-82 3-12 82-81 24-44 75-65 26-36 88-67 23-43 74-54 43-53 62-43 21-43 54-43 16-43 86-74 11-23 76-56 45-55 67-75 20-30 78-68 30-40 77-57 40-50 75-54 23-42 87-78 42-54 65-54 43-54 73-63 54-76 85-77 76-64 83-84 29-49 79-69 50-60 71-82 64-43 68-58 55-65 56-46 12-11 74-83 37-45 83-65 43-62 84-62 53-62 65-32 11-12 32-13 15-13 90-95 9-5 95-85 12-11 99-95 45-66 85-65 66-78 77-78 5-65 95-65 49-58 78-75 17-26 69-58 0-9 65-25 13-34 57-47 9-89 75-65 36-47 58-47 27-37 46-36 89-87 25-26 34-26 65-25 26-47 36-26-q 87-82 81-82 47-87 82-93 87-81 93-94 81-91 94-85 91-83 85-74 83-73 74-64 73-72 64-54 72-74 54-43 22-32 43-33 74-53 33-24 53-3 24-35 3-43 35-36 62-72-Q 26-16 11-2 25-5 43-3 16-13	0-1
18-37 76-66 25-45 75-55 26-36 77-67 11-32 72-62 21-31 71-61 12-21 82-71 0-4 83-82 14-3 81-60 3-12 60-72 24-44 74-64 44-55 66-55 12-11 72-53 17-53 62-53 32-51 82-62 21-87 62-51 16-43 51-41 43-21 84-83 87-32 41-63 32-54 63-74 54-90 99-90 37-25 86-68 13-68 79-68 25-33 90-92 33-54 74-52 15-34 71-60 22-42 53-42 54-42 60-42 21-42 88-76 4-2 52-74 42-60 92-62 60-71 83-94 2-62 73-62 71-62 74-52 9-2 52-63 62-54 63-23 2-92 94-83 92-82 83-93 82-92 93-83 34-22 23-13 11-21 13-22 92-22 76-84 54-62 83-94 62-70 85-73 70-82 94-83 82-73 83-73 21-32 84-65 22-23 65-53 23-53 64-53 32-43 73-62 20-40 62-63 31-41 63-62 28-48 67-57 43-54 57-48 54-55 62-63 40-50 61-50 41-50	1-0
18-37 88-67 25-45 75-55 11-32 74-64 0-4 99-94 14-3 84-93 3-2 93-92 2-11 81-62 26-36 86-74 24-44 55-44 17-44 78-68 37-56 76-66 32-24 64-54 23-33 73-53 44-26 92-81 24-32 74-41 32-53 41-53 26-53 83-53 16-34 53-51 20-40 51-40 34-52 40-51 52-85 67-55 85-30 51-53 30-42 53-83 56-75 83-85 75-94 90-94 45-54 62-54 4-54 87-54 36-46 85-41 46-55 66-55 9-4 54-76 4-94 76-94 13-14 41-85 15-34 55-45 34-94 85-55 42-64 82-64 14-64 55-64 94-64	1-0
23-43 88-67 11-32 74-64 0-4 99-94 18-37 79-69 26-36 76-66 12-56 75-65 56-12 81-62 43-53 62-54 53-64 73-64 13-83 84-83 4-3 83-92 25-45 54-73 15-23 92-81 23-31 64-54 31-23 73-61 23-15 65-55 3-13 54-45 37-45 87-32 21-32 86-20 12-21 20-42 21-12 66-56 45-33 85-64 9-4 90-93 14-5 64-66 33-21 93-13 15-13 42-64 5-6 55-45 36-45 56-45 6-7 66-47 7-18 94-96 16-35 47-48 28-38 64-37	0-1
26-46 73-63 27-37 99-94 25-45 84-95 21-31 76-66 22-32 81-62 12-21 95-96 18-26 74-54 14-3 54-45 26-45 87-54 3-12 66-56 45-57 54-9 0-9 78-68 57-36 70-50 16-49 86-67 49-67 88-67 32-42 75-65 20-30 82-64 23-33 62-54 33-43 54-73 43-53 64-86 9-5 73-54 36-44 94-95 11-23 71-51 23-35 51-42 35-54 65-54 31-42 85-15 5-15 95-15 13-15 90-95 15-14 67-88 17-26 72-62 42-52 86-53 52-63 53-44 26-44 83-63 44-77 63-52 12-11 95-85 77-55 96-97 14-13 52-53 13-22 88-67 24-44 53-51 55-64 97-88 64-42 51-81 22-23 81-83 23-27 67-75 27-22 75-63 42-64 83-65 64-31 63-51 22-52 65-63 52-34 85-45 11-20 51-43 31-42 63-52 42-86 52-2 20-10 45-15	0-1
24-44 88-67 11-32 76-66 14-3 99-94 3-2 84-93 2-11 93-92 26-46 73-63 27-37 75-55 46-55 66-55 0-6 86-65 25-35 81-62 18-26 65-73 26-34 87-32 23-32 55-44 35-44 85-15 13-15 94-95 15-14 92-81 14-58 83-87 6-5 62-54 34-53 67-86 16-43 74-64 53-45 72-52 43-24 79-69 58-38 86-65 45-33 54-33 22-33 78-58 12-45 65-84 38-74 64-54 45-18 87-76 74-38 76-67 24-12 67-68 38-16 95-96 16-14 77-57 5-75 73-62 9-5 68-66 11-10 70-50 12-31 82-64 75-65 84-65 31-64 65-84 64-42 50-40 20-30 90-95 5-6 66-88 6-96 95-96 33-43 52-43 18-27 88-85 42-64 85-74 64-55 74-72 17-35 62-50 35-57 50-31 10-11 43-32 14-32 72-32 21-32 96-95 55-73 81-70 27-16 71-61 73-61 70-71 57-84 95-15 11-21 31-13 21-10 13-32 10-0 32-44 0-1 44-23 1-0 23-12 0-11 12-24 11-22 24-3 22-33 3-12 33-44 15-45 44-53 12-31 53-63 45-65 63-54 65-61 16-61 71-61 28-38 61-50 37-47 31-42 54-65 42-30 47-57 30-85 65-75 85-97 75-66 97-88 66-56 40-30 84-66 88-96 66-11 96-75 56-46 30-20-q 11-20 75-20 57-67 20-86 46-57 86-77	0-1
24-44 76-66 25-45 73-63 23-33 88-67 27-37 81-62 26-46 75-55 46-55 66-55 18-26 90-96 11-32 84-93 12-34 70-60 26-47 87-32 21-32 86-65 16-24 65-47 14-23 96-86 24-57 47-66 57-35 93-92 15-27 66-75 28-38 99-96 23-12 86-36 35-23 55-44 17-44 36-37 27-25 37-36 9-6 36-6 0-6 96-6 25-6 75-20 12-21 20-64 6-96 83-93 96-93 92-93 45-55 64-75 34-67 75-67 23-67 78-67 13-79 63-53 44-53 82-55 79-57 55-66 57-67 85-15 67-37 15-13 21-20 13-32 20-21 32-13 21-31 62-50 31-40 13-32 40-50 32-53 50-40 53-45	0-1
0-4 88-67 14-3 76-56 22-32 73-63 23-33 74-54 24-44 75-55 44-55 82-55 16-24 99-94 21-31 84-95 27-37 70-50 26-46 55-66 17-71 72-62 24-35 83-61 71-62 81-62 12-34 62-43 32-43 54-43 34-56 50-40 4-94 90-94 56-67 86-67 46-56 67-86 15-23 87-54 9-8 40-31 20-31 94-90 3-14 54-45 23-21 90-94 14-15 78-68 18-26 66-57 35-57 68-57 13-57 45-12 21-2 86-31 57-79 31-97 79-13 12-34 25-35 34-56 37-47 97-31 13-31 61-31 47-56 31-11 26-14 85-35	0-1
23-43 88-67 11-32 99-94 9-3 73-53 26-36 81-73 17-53 73-65 53-35 84-95 24-44 82-46 27-37 46-35 13-35 90-93 36-46 65-84 46-56 67-88 35-79 86-97 79-99 95-96 16-35 76-66 35-79 84-76 18-39 85-64 39-58 96-86 79-46 75-65 46-64 76-64 99-59 78-68 59-39 97-78 43-53 64-56 25-45 56-75 3-6 78-69 37-47 69-57 39-79 57-69 58-66 87-76 66-78 86-87 6-76 69-47 14-13 94-99 78-99 87-76 0-6 75-56 45-56 65-55 15-55 47-55 44-55 83-63 55-65 76-75 79-77	1-0
18-37 88-67 11-32 75-55 23-43 76-66 26-36 90-94 12-45 84-93 32-51 73-63 51-70 86-42 9-1 74-54 45-67 78-67 70-82 93-82 43-54 63-54 13-83 85-83 25-45 54-44 16-70 82-92 22-32 44-34 15-3 42-23 14-13 23-1 13-2 83-3 2-3 1-22 3-12 22-0	0-1
25-45 75-55 24-34 76-66 11-32 90-94 9-1 88-67 18-37 81-62 26-36 84-95 17-62 71-62 20-40 95-96 14-5 96-97 5-6 97-88 6-17 82-71 17-18 74-54 1-9 54-45 36-45 79-59 21-31 59-49 29-39 67-46 12-21 62-52 0-1 71-26 15-7 26-37 16-37 78-68 32-24 87-69 37-48 69-58 48-37	0-1
25-45 75-55 18-37 88-67 26-36 76-66 11-32 81-62 23-33 73-63 24-44 82-73 9-4 84-93 14-5 55-44 32-44 93-82 4-14 82-81 5-6 99-95 12-23 74-54 0-5 85-97 44-32 86-98 32-53 54-45 23-45 87-43 16-8 73-37 28-37 66-56 5-4 56-45 53-45 83-73 17-62 73-62 14-84 81-92 8-62 71-62 13-35 63-53 35-24 97-76 15-14 67-55 24-64 55-63 64-74 76-74 14-74	1-0
